376719.82512378,4941192.44240231,7
376719.38276653,4941191.54556339,7
376718.94040927,4941190.64872446,7
376718.49805201,4941189.75188554,7
376718.05569476,4941188.85504661,7
376717.6133375,4941187.95820768,7
376717.17098025,4941187.06136876,7
376716.72862299,4941186.16452983,7
376716.28626573,4941185.26769091,7
376715.84390848,4941184.37085198,7
376715.40155122,4941183.47401306,7
376714.95919396,4941182.57717413,7
376714.51683671,4941181.68033521,7
376714.07447945,4941180.78349628,7
376713.63212219,4941179.88665736,7
376713.18976494,4941178.98981843,7
376712.74740768,4941178.09297951,7
376712.30505043,4941177.19614058,7
376711.86269317,4941176.29930166,7
376711.42033591,4941175.40246273,7
376710.97797866,4941174.50562381,7
376710.5356214,4941173.60878488,7
376710.09326414,4941172.71194596,7
376709.65090689,4941171.81510703,7
376709.20854963,4941170.91826811,7
376708.76619238,4941170.02142918,7
376708.32383512,4941169.12459025,7
376707.88147786,4941168.22775133,7
376707.43912061,4941167.3309124,7
376706.99676335,4941166.43407348,7
376706.55440609,4941165.53723455,7
376706.11204884,4941164.64039563,7
376705.66969158,4941163.7435567,7
376705.22733433,4941162.84671778,7
376704.78497707,4941161.94987885,7
376704.34261981,4941161.05303993,7
376703.90026256,4941160.156201,7
376703.4579053,4941159.25936208,7
376703.01554804,4941158.36252315,7
376702.57319079,4941157.46568423,7
376702.13083353,4941156.5688453,7
376701.68847628,4941155.67200638,7
376701.24611902,4941154.77516745,7
376700.80376176,4941153.87832853,7
376700.36140451,4941152.9814896,7
376699.91904725,4941152.08465067,7
376699.47668999,4941151.18781175,7
376699.03433274,4941150.29097283,7
376698.59197548,4941149.3941339,7
376698.14961822,4941148.49729497,7
376697.70726097,4941147.60045605,7
376697.26490371,4941146.70361712,7
376696.82254646,4941145.8067782,7
376696.3801892,4941144.90993927,7
376695.93783194,4941144.01310035,7
376695.49547469,4941143.11626142,7
376695.05311743,4941142.2194225,7
376694.61076017,4941141.32258357,7
376694.16840292,4941140.42574465,7
376693.72604566,4941139.52890572,7
376693.28368841,4941138.6320668,7
376692.84133115,4941137.73522787,7
376692.39897389,4941136.83838895,7
376691.95661664,4941135.94155002,7
376691.51425938,4941135.0447111,7
376691.07190212,4941134.14787217,7
376690.62954487,4941133.25103325,7
376690.18718761,4941132.35419432,7
376689.74483036,4941131.45735539,7
376689.3024731,4941130.56051647,7
376688.86011584,4941129.66367754,7
376688.41775859,4941128.76683862,7
376687.97540133,4941127.86999969,7
376687.53304407,4941126.97316077,7
376687.09068682,4941126.07632184,7
376686.64832956,4941125.17948292,7
376686.20597231,4941124.28264399,7
376685.76361505,4941123.38580507,7
376685.32125779,4941122.48896614,7
376684.87890054,4941121.59212722,7
376684.43654328,4941120.69528829,7
376683.99418602,4941119.79844937,7
376683.55182877,4941118.90161044,7
376683.10947151,4941118.00477152,7
376682.66711425,4941117.10793259,7
376682.224757,4941116.21109367,7
376681.78239974,4941115.31425474,7
376681.34004249,4941114.41741582,7
376680.89768523,4941113.52057689,7
376680.45532797,4941112.62373796,7
376680.01297072,4941111.72689904,7
376679.57061346,4941110.83006012,7
376679.1282562,4941109.93322119,7
376678.68589895,4941109.03638226,7
376678.24354169,4941108.13954334,7
376677.80118444,4941107.24270441,7
376677.35882718,4941106.34586549,7
376676.91646992,4941105.44902656,7
376676.47411267,4941104.55218764,7
376676.03175541,4941103.65534871,7
376675.58939815,4941102.75850979,7
376675.1470409,4941101.86167086,7
376674.70468364,4941100.96483194,7
376674.26232639,4941100.06799301,7
376673.81996913,4941099.17115409,7
376673.37761187,4941098.27431516,7
376672.93525462,4941097.37747624,7
376672.49289736,4941096.48063731,7
376672.0505401,4941095.58379839,7
376671.60818285,4941094.68695946,7
376671.16582559,4941093.79012054,7
376670.72346834,4941092.89328161,7
376670.28111108,4941091.99644268,7
376669.83875382,4941091.09960376,7
376669.39639657,4941090.20276483,7
376668.95403931,4941089.30592591,7
376668.51168205,4941088.40908698,7
376668.0693248,4941087.51224806,7
376667.62696754,4941086.61540913,7
376667.18461028,4941085.71857021,7
376666.74225303,4941084.82173128,7
376666.29989577,4941083.92489236,7
376665.85753852,4941083.02805343,7
376665.41518126,4941082.13121451,7
376664.972824,4941081.23437558,7
376664.53046675,4941080.33753666,7
376664.08810949,4941079.44069773,7
376663.64575223,4941078.54385881,7
376663.20339498,4941077.64701988,7
376662.76103772,4941076.75018096,7
376662.31868047,4941075.85334203,7
376661.87632321,4941074.95650311,7
376661.43396595,4941074.05966418,7
376660.9916087,4941073.16282525,7
376660.54925144,4941072.26598633,7
376660.10689418,4941071.3691474,7
376659.66453693,4941070.47230848,7
376659.22217967,4941069.57546955,7
376658.77982242,4941068.67863063,7
376658.33746516,4941067.7817917,7
376657.8951079,4941066.88495278,7
376657.45275065,4941065.98811385,7
376657.01039339,4941065.09127493,7
376656.56803613,4941064.194436,7
376656.12567888,4941063.29759708,7
376655.68332162,4941062.40075815,7
376655.24096437,4941061.50391923,7
376654.79860711,4941060.6070803,7
376654.35624985,4941059.71024138,7
376653.9138926,4941058.81340245,7
376653.47153534,4941057.91656353,7
376653.02917808,4941057.0197246,7
376652.58682083,4941056.12288568,7
376652.14446357,4941055.22604675,7
376651.70210632,4941054.32920783,7
376651.25974906,4941053.4323689,7
376650.8173918,4941052.53552997,7
376650.37503455,4941051.63869105,7
376649.93267729,4941050.74185212,7
376649.49032003,4941049.8450132,7
376649.04796278,4941048.94817427,7
376648.60560552,4941048.05133535,7
376648.16324826,4941047.15449642,7
376647.72089101,4941046.2576575,7
376647.27853375,4941045.36081857,7
376646.8361765,4941044.46397965,7
376646.39381924,4941043.56714072,7
376645.95146198,4941042.6703018,7
376645.50910473,4941041.77346287,7
376645.06674747,4941040.87662395,7
376644.62439021,4941039.97978502,7
376644.18203296,4941039.0829461,7
376643.7396757,4941038.18610717,7
376643.29731845,4941037.28926825,7
376642.85496119,4941036.39242932,7
376642.41260393,4941035.4955904,7
376641.97024668,4941034.59875147,7
376641.52788942,4941033.70191254,7
376641.08553216,4941032.80507362,7
376640.64317491,4941031.90823469,7
376640.20081765,4941031.01139577,7
376639.7584604,4941030.11455684,7
376639.31610314,4941029.21771792,7
376638.87374588,4941028.32087899,7
376638.43138863,4941027.42404007,7
376637.98903137,4941026.52720114,7
376637.54667411,4941025.63036222,7
376637.10431686,4941024.73352329,7
376636.6619596,4941023.83668437,7
376636.21960235,4941022.93984544,7
376635.77724509,4941022.04300652,7
376635.33488783,4941021.14616759,7
376634.89253058,4941020.24932867,7
376634.45017332,4941019.35248974,7
376634.00781606,4941018.45565082,7
376633.56545881,4941017.55881189,7
376633.12310155,4941016.66197297,7
376632.68074429,4941015.76513404,7
376632.23838704,4941014.86829511,7
376631.79602978,4941013.97145619,7
376631.35367253,4941013.07461726,7
376630.91131527,4941012.17777834,7
376630.46895801,4941011.28093941,7
376630.02660076,4941010.38410049,7
376629.5842435,4941009.48726156,7
376629.14188624,4941008.59042264,7
376628.69952899,4941007.69358371,7
376628.25717173,4941006.79674479,7
376627.81481448,4941005.89990586,7
376627.37245722,4941005.00306694,7
376626.93009996,4941004.10622801,7
376626.48774271,4941003.20938909,7
376626.04538545,4941002.31255016,7
376625.60302819,4941001.41571124,7
376625.16067094,4941000.51887231,7
376624.71831368,4940999.62203339,7
376624.27595643,4940998.72519446,7
376623.83359917,4940997.82835554,7
376623.39124191,4940996.93151661,7
376622.94888466,4940996.03467769,7
376622.5065274,4940995.13783876,7
376622.06417014,4940994.24099983,7
376621.62181289,4940993.34416091,7
376621.17945563,4940992.44732198,7
376620.73709838,4940991.55048306,7
376620.29474112,4940990.65364413,7
376619.85238386,4940989.75680521,7
376619.41002661,4940988.85996628,7
376618.96766935,4940987.96312736,7
376618.52531209,4940987.06628843,7
376618.08295484,4940986.16944951,7
376617.64059758,4940985.27261058,7
376617.19824032,4940984.37577166,7
376616.75588307,4940983.47893273,7
376616.31352581,4940982.58209381,7
376615.87116856,4940981.68525488,7
376615.4288113,4940980.78841596,7
376614.98645404,4940979.89157703,7
376614.54409679,4940978.99473811,7
376614.10173953,4940978.09789918,7
376613.65938227,4940977.20106026,7
376613.21702502,4940976.30422133,7
376612.77466776,4940975.4073824,7
376612.33231051,4940974.51054348,7
376611.88995325,4940973.61370455,7
376611.44759599,4940972.71686563,7
376611.00523874,4940971.8200267,7
376610.56288148,4940970.92318778,7
376610.12052422,4940970.02634885,7
376609.67816697,4940969.12950993,7
376609.23580971,4940968.232671,7
376608.79345246,4940967.33583208,7
376608.3510952,4940966.43899315,7
376607.90873794,4940965.54215423,7
376607.46638069,4940964.6453153,7
376607.02402343,4940963.74847638,7
376606.58166617,4940962.85163745,7
376606.13930892,4940961.95479853,7
376605.69695166,4940961.0579596,7
376605.25459441,4940960.16112068,7
376604.81223715,4940959.26428175,7
376604.36987989,4940958.36744282,7
376603.92752264,4940957.4706039,7
376603.48516538,4940956.57376498,7
376603.04280812,4940955.67692605,7
376602.60045087,4940954.78008712,7
376602.15809361,4940953.8832482,7
376601.71573635,4940952.98640927,7
376601.2733791,4940952.08957035,7
376600.83102184,4940951.19273142,7
376600.38866459,4940950.2958925,7
376599.94630733,4940949.39905357,7
376599.50395007,4940948.50221465,7
376599.06159282,4940947.60537572,7
376598.61923556,4940946.7085368,7
376598.1768783,4940945.81169787,7
376597.73452105,4940944.91485895,7
376597.29216379,4940944.01802002,7
376596.84980654,4940943.1211811,7
376596.40744928,4940942.22434217,7
376595.96509202,4940941.32750325,7
376595.52273477,4940940.43066432,7
376595.08037751,4940939.5338254,7
376594.63802025,4940938.63698647,7
376594.195663,4940937.74014755,7
376593.75330574,4940936.84330862,7
376593.31094849,4940935.94646969,7
376592.86859123,4940935.04963077,7
376592.42623397,4940934.15279184,7
376591.98387672,4940933.25595292,7
376591.54151946,4940932.35911399,7
376591.0991622,4940931.46227507,7
376590.65680495,4940930.56543614,7
376590.21444769,4940929.66859722,7
376589.77209044,4940928.77175829,7
376589.32973318,4940927.87491937,7
376588.88737592,4940926.97808044,7
376588.44501867,4940926.08124152,7
376588.00266141,4940925.18440259,7
376587.56030415,4940924.28756367,7
376587.1179469,4940923.39072474,7
376586.67558964,4940922.49388582,7
376586.23323238,4940921.59704689,7
376585.79087513,4940920.70020797,7
376585.34851787,4940919.80336904,7
376584.90616062,4940918.90653011,7
376584.46380336,4940918.00969119,7
376584.0214461,4940917.11285227,7
376583.57908885,4940916.21601334,7
376583.13673159,4940915.31917441,7
376582.69437433,4940914.42233549,7
376582.25201708,4940913.52549656,7
376581.80965982,4940912.62865764,7
376581.36730257,4940911.73181871,7
376580.92494531,4940910.83497979,7
376580.48258805,4940909.93814086,7
376580.0402308,4940909.04130194,7
376579.59787354,4940908.14446301,7
376579.15551628,4940907.24762409,7
376578.71315903,4940906.35078516,7
376578.27080177,4940905.45394624,7
376577.82844452,4940904.55710731,7
376577.38608726,4940903.66026839,7
376576.94373,4940902.76342946,7
376576.50137275,4940901.86659054,7
376576.05901549,4940900.96975161,7
376575.61665823,4940900.07291269,7
376575.17430098,4940899.17607376,7
376574.73194372,4940898.27923483,7
376574.28958647,4940897.38239591,7
376573.84722921,4940896.48555698,7
376573.40487195,4940895.58871806,7
376572.9625147,4940894.69187913,7
376572.52015744,4940893.79504021,7
376572.07780018,4940892.89820128,7
376571.63544293,4940892.00136236,7
376571.19308567,4940891.10452343,7
376570.75072841,4940890.20768451,7
376570.30837116,4940889.31084558,7
376569.8660139,4940888.41400666,7
376569.42365665,4940887.51716773,7
376568.98129939,4940886.62032881,7
376568.53894213,4940885.72348988,7
376568.09658488,4940884.82665096,7
376567.65422762,4940883.92981203,7
376567.21187036,4940883.03297311,7
376566.76951311,4940882.13613418,7
376566.32715585,4940881.23929526,7
376565.8847986,4940880.34245633,7
376565.44244134,4940879.4456174,7
376565.00008408,4940878.54877848,7
376564.55772683,4940877.65193955,7
376564.11536957,4940876.75510063,7
376563.67301231,4940875.8582617,7
376563.23065506,4940874.96142278,7
376562.7882978,4940874.06458385,7
376562.34594055,4940873.16774493,7
376561.90358329,4940872.270906,7
376561.46122603,4940871.37406708,7
376561.01886878,4940870.47722815,7
376560.57651152,4940869.58038923,7
376560.13415426,4940868.6835503,7
376559.69179701,4940867.78671138,7
376559.24943975,4940866.88987245,7
376558.8070825,4940865.99303353,7
376558.36472524,4940865.0961946,7
376557.92236798,4940864.19935568,7
376557.48001073,4940863.30251675,7
376557.03765347,4940862.40567783,7
